"GEOID","suffix","n","proportion"
"47005","RD",470,0.390041493775934
"47007","RD",680,0.469937802349689
"47009","DR",1065,0.237193763919822
"47011","NW",670,0.194428322692977
"47013","LN",1096,0.425300737291424
"47015","LN",441,0.42526518804243
"47017","RD",413,0.274236387782204
"47019","RD",1152,0.41799709724238
"47021","RD",558,0.390482855143457
"47023","RD",249,0.305521472392638
"47025","LN",687,0.333495145631068
"47027","RD",533,0.61264367816092
"47029","WAY",972,0.410472972972973
"47031","RD",636,0.272961373390558
"47033","RD",340,0.47887323943662
"47035","RD",842,0.212465304062579
"47037","DR",2914,0.250214665979736
"47039","RD",390,0.351985559566787
"47041","RD",520,0.436974789915966
"47043","RD",881,0.46246719160105
"47045","RD",453,0.314365024288688
"47047","DR",403,0.253778337531486
"47049","RD",639,0.454157782515991
"47051","LN",868,0.323518449496832
"47053","RD",644,0.324924318869828
"47055","RD",1005,0.611685940353013
"47057","RD",460,0.410347903657449
"47059","RD",815,0.315036722071898
"47061","RD",437,0.45615866388309
"47063","DR",537,0.268903355032549
"47065","DR",1860,0.188966778421213
"47067","RD",471,0.640816326530612
"47069","RD",378,0.268085106382979
"47071","LN",641,0.311618862421001
"47073","RD",1121,0.426884996191927
"47075","RD",385,0.47239263803681
"47077","RD",491,0.373668188736682
"47079","RD",574,0.324660633484163
"47081","RD",740,0.459057071960298
"47083","RD",273,0.373461012311901
"47085","RD",385,0.325168918918919
"47087","LN",516,0.581081081081081
"47089","RD",641,0.286416443252904
"47091","RD",498,0.453139217470428
"47093","LN",2719,0.219877082322497
"47095","RD",109,0.374570446735395
"47097","RD",384,0.424778761061947
"47099","RD",892,0.415270018621974
"47101","RD",506,0.524352331606218
"47103","RD",640,0.424403183023873
"47105","RD",503,0.231051906293064
"47107","RD",692,0.257153474544779
"47109","RD",488,0.352092352092352
"47111","RD",351,0.364107883817427
"47113","DR",725,0.255281690140845
"47115","RD",731,0.400109469074986
"47117","RD",547,0.446895424836601
"47119","RD",742,0.250084260195484
"47121","LN",253,0.321473951715375
"47123","RD",904,0.412032816773017
"47125","DR",1166,0.279817614590833
"47127","RD",255,0.452930728241563
"47129","RD",821,0.652104845115171
"47131","RD",754,0.45421686746988
"47133","LN",587,0.460753532182104
"47135","RD",392,0.503209242618742
"47137","RD",353,0.491643454038997
"47139","RD",386,0.365876777251185
"47141","RD",865,0.312161674485745
"47143","LN",633,0.339228295819936
"47145","RD",836,0.306114976199194
"47147","RD",707,0.384657236126224
"47149","DR",1642,0.273438800999167
"47151","RD",595,0.46195652173913
"47153","RD",441,0.48302300109529
"47155","WAY",1610,0.27511961722488
"47157","DR",4411,0.20731306105184
"47159","LN",634,0.527454242928453
"47161","RD",447,0.510857142857143
"47163","DR",1381,0.260173323285607
"47165","DR",985,0.227587800369686
"47167","RD",496,0.280701754385965
"47169","LN",149,0.42816091954023
"47171","RD",816,0.471676300578035
"47173","RD",496,0.458834412580944
"47175","RD",320,0.515297906602254
"47177","RD",665,0.337734890807517
"47179","RD",1166,0.283422459893048
"47181","RD",695,0.49785100286533
"47183","RD",687,0.456478405315615
"47185","RD",569,0.434351145038168
"47187","DR",1342,0.217222402071868
"47189","DR",783,0.238501370697533
"48001","ST",456,0.200881057268722
"48003","ST",120,0.139049826187717
"48005","RD",937,0.227869649805447
"48007","ST",388,0.333333333333333
"48009","RD",261,0.423014586709887
"48011","ST",100,0.355871886120996
"48013","ST",353,0.20022688598979
"48015","RD",567,0.353271028037383
"48017","ST",73,0.162222222222222
"48019","RD",582,0.305351521511018
"48021","RD",618,0.169083447332421
"48023","RD",169,0.301247771836007
"48025","ST",465,0.369340746624305
"48027","DR",2399,0.288029775483251
"48029","DR",4981,0.171303779619631
"48031","RD",409,0.281874569262578
"48033","RD",25,0.130890052356021
"48035","ST",298,0.146150073565473
"48037","ST",938,0.271098265895954
"48039","DR",1996,0.174034353474584
"48041","DR",951,0.207009142359599
"48043","RD",312,0.338028169014085
"48045","ST",41,0.151851851851852
"48047","ST",150,0.442477876106195
"48049","ST",405,0.209302325581395
"48051","ST",235,0.158891142663962
"48053","DR",707,0.233951025810721
"48055","ST",355,0.178481649069884
"48057","ST",371,0.339432753888381
"48059","ST",272,0.235906331309627
"48061","ST",1779,0.226942212016839
"48063","ST",95,0.117139334155364
"48065","ST",136,0.231686541737649
"48067","ST",367,0.180877279448004
"48069","ST",126,0.25
"48071","RD",407,0.27687074829932
"48073","ST",526,0.182702327196943
"48075","NW",36,0.0825688073394495
"48077","RD",372,0.39871382636656
"48079","ST",90,0.267857142857143
"48081","RD",226,0.421641791044776
"48083","ST",291,0.254816112084063
"48085","DR",7507,0.361034963689703
"48087","ST",77,0.201570680628272
"48089","RD",619,0.301363193768257
"48091","DR",1124,0.227714748784441
"48093","ST",233,0.22148288973384
"48095","ST",116,0.241164241164241
"48097","ST",425,0.212712712712713
"48099","ST",413,0.181219833260202
"48101","ST",60,0.171428571428571
"48103","ST",102,0.362989323843416
"48105","ST",91,0.230379746835443
"48107","RD",67,0.106858054226475
"48109","RD",162,0.422976501305483
"48111","ST",120,0.266075388026608
"48113","DR",10512,0.325177096544684
"48115","ST",140,0.187667560321716
"48117","ST",168,0.231404958677686
"48119","ST",80,0.150375939849624
"48121","DR",5002,0.325206423509525
"48123","RD",477,0.314022383146807
"48125","ST",67,0.187675070028011
"48127","ST",237,0.347507331378299
"48129","ST",269,0.328048780487805
"48131","ST",199,0.256113256113256
"48133","ST",444,0.32057761732852
"48135","AVE",843,0.282506702412869
"48137","RD",74,0.205555555555556
"48139","RD",1049,0.217860851505711
"48141","DR",3934,0.290632387706856
"48143","ST",252,0.109756097560976
"48145","ST",315,0.230431602048281
"48147","ST",588,0.289227742252828
"48149","RD",602,0.351020408163265
"48151","ST",115,0.226824457593688
"48153","ST",248,0.326315789473684
"48155","ST",80,0.263157894736842
"48157","LN",4144,0.24783206746008
"48159","ST",106,0.109617373319545
"48161","ST",240,0.154241645244216
"48163","ST",259,0.28030303030303
"48165","ST",102,0.125153374233129
"48167","DR",1687,0.199220595181861
"48169","ST",58,0.193333333333333
"48171","RD",597,0.368518518518519
"48173","RD",31,0.238461538461538
"48175","RD",172,0.360587002096436
"48177","ST",256,0.218803418803419
"48179","ST",368,0.327111111111111
"48181","RD",1356,0.244897959183673
"48183","ST",1163,0.28844246031746
"48185","LN",319,0.176145775814467
"48187","LN",585,0.132113821138211
"48189","ST",541,0.409848484848485
"48191","ST",191,0.388211382113821
"48193","ST",238,0.303959131545338
"48195","ST",81,0.223140495867769
"48197","RD",228,0.49244060475162
"48199","RD",809,0.278965517241379
"48201","DR",17924,0.310592801816008
"48203","RD",742,0.2652842331069
"48205","RD",64,0.184438040345821
"48207","ST",133,0.144565217391304
"48209","DR",1072,0.210774675580024
"48211","ST",83,0.184855233853007
"48213","DR",1013,0.206313645621181
"48215","ST",4832,0.326023885028001
"48217","ST",484,0.184521540221121
"48219","RD",265,0.284030010718114
"48221","CT",1124,0.404025880661395
"48223","ST",246,0.173606210303458
"48225","ST",294,0.173246906305245
"48227","ST",408,0.301329394387001
"48229","RD",201,0.353251318101933
"48231","ST",749,0.182105519085825
"48233","ST",505,0.394839718530102
"48235","RD",139,0.411242603550296
"48237","RD",366,0.445255474452555
"48239","ST",283,0.222659323367427
"48241","ST",276,0.114522821576763
"48243","RD",156,0.322981366459627
"48245","ST",1537,0.291983282674772
"48247","RD",99,0.28448275862069
"48249","ST",417,0.307295504789978
"48251","ST",914,0.204108977221974
"48253","ST",292,0.216939078751857
"48255","ST",305,0.314757481940144
"48257","ST",713,0.209521010872759
"48259","RD",410,0.242173656231542
"48261","RD",29,0.381578947368421
"48263","ST",33,0.0953757225433526
"48265","RD",663,0.143661971830986
"48267","RD",206,0.279891304347826
"48269","ST",20,0.161290322580645
"48271","ST",108,0.281984334203655
"48273","ST",200,0.217391304347826
"48275","ST",164,0.282271944922547
"48277","ST",372,0.170798898071625
"48279","ST",235,0.286935286935287
"48281","ST",217,0.137254901960784
"48283","ST",178,0.384449244060475
"48285","ST",385,0.270745428973277
"48287","ST",197,0.143586005830904
"48289","ST",237,0.123953974895397
"48291","ST",550,0.119539230602043
"48293","ST",421,0.243916570104287
"48295","ST",110,0.294906166219839
"48297","ST",158,0.169346195069668
"48299","DR",400,0.165494414563508
"48301","ST",11,0.244444444444444
"48303","ST",2515,0.33284806776072
"48305","ST",97,0.191699604743083
"48307","ST",295,0.334846765039728
"48309","DR",1400,0.232057019724847
"48311","RD",105,0.502392344497608
"48313","LN",211,0.281333333333333
"48315","RD",304,0.256540084388186
"48317","ST",104,0.220806794055202
"48319","RD",327,0.545
"48321","RD",505,0.217110920034394
"48323","ST",325,0.274725274725275
"48325","ST",192,0.0885200553250346
"48327","RD",101,0.285310734463277
"48329","DR",508,0.151325588322907
"48331","ST",404,0.258808456117873
"48333","ST",90,0.166666666666667
"48335","ST",219,0.323485967503693
"48337","RD",650,0.380116959064327
"48339","DR",3508,0.238980857006608
"48341","ST",129,0.22318339100346
"48343","ST",250,0.239693192713327
"48345","ST",43,0.19634703196347
"48347","ST",536,0.177718832891247
"48349","ST",531,0.15093803297328
"48351","RD",151,0.0888235294117647
"48353","ST",284,0.382749326145553
"48355","DR",2357,0.357826020950357
"48357","ST",118,0.26457399103139
"48359","ST",99,0.370786516853933
"48361","ST",1134,0.361491871214536
"48363","RD",487,0.231794383626844
"48365","ST",240,0.143712574850299
"48367","DR",806,0.195204650036328
"48369","ST",105,0.170454545454545
"48371","ST",399,0.40507614213198
"48373","RD",978,0.244072872473172
"48375","ST",683,0.267528397963181
"48377","ST",258,0.444061962134251
"48379","ST",39,0.0460992907801418
"48381","DR",587,0.21130309575234
"48383","RD",167,0.455040871934605
"48385","RD",178,0.464751958224543
"48387","ST",337,0.242620590352772
"48389","ST",310,0.334412081984898
"48391","ST",228,0.421441774491682
"48393","RD",78,0.438202247191011
"48395","ST",442,0.30524861878453
"48397","DR",939,0.360460652591171
"48399","ST",278,0.295430393198725
"48401","ST",561,0.235023041474654
"48403","DR",429,0.261904761904762
"48405","ST",124,0.117202268431002
"48407","RD",621,0.276984834968778
"48409","ST",569,0.220030935808198
"48411","ST",178,0.240215924426451
"48413","ST",72,0.194594594594595
"48415","ST",218,0.219095477386935
"48417","ST",109,0.228991596638655
"48419","ST",273,0.1661594643944
"48421","ST",73,0.30672268907563
"48423","DR",1342,0.18315818206633
"48425","ST",68,0.148796498905908
"48427","ST",936,0.404319654427646
"48429","ST",152,0.20159151193634
"48431","P",69,0.375
"48433","ST",45,0.121293800539084
"48435","ST",109,0.167434715821813
"48437","ST",91,0.159929701230228
"48439","DR",10200,0.28291681690844
"48441","ST",980,0.262032085561497
"48443","RD",148,0.660714285714286
"48445","ST",237,0.387254901960784
"48447","RD",120,0.29126213592233
"48449","ST",271,0.15746658919233
"48451","ST",868,0.307365439093484
"48453","DR",5163,0.270299984294016
"48455","RD",618,0.292336802270577
"48457","RD",219,0.113236814891417
"48459","RD",677,0.349870801033592
"48461","ST",82,0.195238095238095
"48463","ST",318,0.269491525423729
"48465","ST",520,0.308422301304864
"48467","ST",410,0.180935569285084
"48469","ST",665,0.300361336946703
"48471","RD",609,0.30649219929542
"48473","RD",481,0.274700171330668
"48475","ST",325,0.485799701046338
"48477","LN",410,0.240610328638498
"48479","DR",760,0.210468014400443
"48481","ST",656,0.288098375054897
"48483","ST",209,0.362847222222222
"48485","ST",742,0.228307692307692
"48487","ST",212,0.332288401253919
"48489","ST",205,0.226769911504425
"48491","DR",2402,0.220043972150971
"48493","DR",310,0.171650055370986
"48495","ST",158,0.438888888888889
"48497","ST",532,0.126425855513308
"48499","ST",429,0.163553183377812
"48501","ST",98,0.179159049360146
"48503","RD",406,0.387774594078319
"48505","ST",173,0.269470404984424
"48507","ST",223,0.409926470588235
"49001","ST",167,0.324902723735409
"49003","RD",693,0.27133907595928
"49005","N",757,0.195961687807404
"49007","RD",1067,0.406786122760198
"49009","RD",235,0.403780068728522
"49011","W",1648,0.179951954575235
"49013","W",428,0.18921308576481
"49015","RD",263,0.136979166666667
"49017","RD",285,0.226190476190476
"49019","CANYON",300,0.083079479368596
"49021","W",674,0.177321757432255
"49023","RD",348,0.278622898318655
"49025","RD",332,0.138218151540383
"49027","ST",424,0.29041095890411
"49029","RD",83,0.166332665330661
"49031","RD",134,0.274028629856851
"49033","CIR",105,0.105315947843531
"49035","S",6684,0.190107796012401
"49037","RD",763,0.335827464788732
"49039","ST",392,0.224256292906178
"49041","RD",451,0.223267326732673
"49043","RD",636,0.257385673816269
"49045","RD",1774,0.363822805578343
"49047","RD",669,0.115067079463364
"49049","ST",5352,0.263918339168598
"49051","RD",313,0.180299539170507
"49053","DR",1350,0.165970002458815
"49055","RD",351,0.337175792507205
"49057","ST",1870,0.241820768136558
"50001","RD",1008,0.466019417475728
"50003","RD",1107,0.475924333619948
"50005","RD",940,0.432183908045977
"50007","RD",1170,0.281927710843373
"50009","RD",447,0.577519379844961
"50011","RD",1077,0.513590844062947
"50013","RD",217,0.386120996441281
"50015","RD",767,0.487913486005089
"50017","RD",1303,0.6071761416589
"50019","RD",923,0.473576192919446
"50021","RD",1335,0.41241890639481
"50023","RD",1618,0.50015455950541
"50025","RD",1783,0.521497513892951
"50027","RD",2139,0.530374411108356
"51001","LN",608,0.217687074829932
"51003","LN",929,0.216147045137273
"51005","RD",206,0.208080808080808
"51007","LN",174,0.285714285714286
"51009","RD",584,0.263895164934478
"51011","LN",253,0.265199161425577
"51013","ST",820,0.377184912603496
"51015","LN",1252,0.335028097404335
"51017","RD",266,0.32638036809816
"51019","RD",889,0.217200097727828
"51021","LN",109,0.264563106796116
"51023","RD",404,0.21151832460733
"51025","RD",297,0.263531499556344
"51027","RD",1514,0.635867282654347
"51029","RD",323,0.361702127659574
"51031","RD",523,0.220954795099282
"51033","RD",296,0.212491026561378
"51035","RD",778,0.299922898997687
"51036","RD",97,0.343971631205674
"51037","LN",518,0.362491252624213
"51041","DR",1762,0.21031272380043
"51043","LN",472,0.50752688172043
"51045","RD",196,0.29037037037037
"51047","LN",622,0.285583103764922
"51049","RD",238,0.354166666666667
"51051","RD",401,0.217226435536295
"51053","RD",310,0.281306715063521
"51057","RD",291,0.35881627620222
"51059","CT",5053,0.27699813616928
"51061","LN",795,0.255052935514918
"51063","NE",210,0.193014705882353
"51065","LN",292,0.287684729064039
"51067","LN",1008,0.254931714719272
"51069","LN",754,0.218931475029036
"51071","LN",323,0.234567901234568
"51073","LN",645,0.323308270676692
"51075","RD",410,0.319314641744548
"51077","LN",813,0.416282642089094
"51079","RD",258,0.303172737955347
"51081","RD",143,0.300420168067227
"51083","RD",383,0.2084921066957
"51085","LN",844,0.216299333675038
"51087","CT",1558,0.200128452151574
"51089","DR",751,0.234760862769615
"51091","RD",173,0.361169102296451
"51093","LN",336,0.210131332082552
"51095","RD",372,0.146861429135413
"51097","RD",228,0.395833333333333
"51099","DR",267,0.236492471213463
"51101","RD",199,0.255128205128205
"51103","LN",369,0.240390879478827
"51105","DR",852,0.329849012775842
"51107","CT",1589,0.154047503635482
"51109","RD",449,0.2539592760181
"51111","RD",327,0.363333333333333
"51113","RD",257,0.295742232451093
"51115","LN",215,0.301542776998597
"51117","RD",528,0.231274638633377
"51119","RD",218,0.229232386961094
"51121","RD",567,0.204250720461095
"51125","LN",566,0.363519588953115
"51127","RD",325,0.305738476011289
"51131","LN",285,0.240709459459459
"51133","LN",430,0.269761606022585
"51135","RD",314,0.336548767416935
"51137","RD",429,0.252352941176471
"51139","RD",524,0.287596048298573
"51141","RD",485,0.299382716049383
"51143","RD",945,0.303176130895091
"51145","RD",226,0.246455834242094
"51147","RD",399,0.302272727272727
"51149","DR",236,0.210338680926916
"51153","CT",2191,0.28219989696033
"51155","RD",354,0.225477707006369
"51157","LN",563,0.557425742574257
"51159","RD",132,0.294642857142857
"51161","DR",760,0.236539060068472
"51163","LN",1168,0.420446364290857
"51165","LN",1009,0.286647727272727
"51167","RD",626,0.280340349305867
"51169","DR",606,0.296477495107632
"51171","RD",579,0.256876663708962
"51173","LN",453,0.249724366041896
"51175","RD",225,0.230769230769231
"51177","LN",964,0.253884645772979
"51179","LN",755,0.211425371044525
"51181","RD",108,0.242696629213483
"51183","RD",200,0.263504611330698
"51185","RD",1000,0.273672687465791
"51187","RD",494,0.278153153153153
"51191","DR",676,0.211514392991239
"51193","RD",275,0.213343677269201
"51195","RD",1081,0.423257635082224
"51197","RD",490,0.275900900900901
"51199","RD",400,0.193143408981169
"51510","ST",339,0.246545454545455
"51520","ST",177,0.259911894273128
"51530","ST",107,0.428
"51540","ST",172,0.19391206313416
"51550","CT",1173,0.235070140280561
"51570","AVE",168,0.421052631578947
"51580","AVE",91,0.351351351351351
"51590","ST",373,0.274063188831741
"51595","ST",114,0.448818897637795
"51600","DR",109,0.200367647058824
"51610","ST",92,0.391489361702128
"51620","ST",92,0.381742738589212
"51630","ST",159,0.297196261682243
"51640","ST",109,0.339563862928349
"51650","DR",580,0.204802259887006
"51660","ST",141,0.199434229137199
"51670","AVE",195,0.317589576547231
"51678","ST",69,0.308035714285714
"51680","ST",557,0.336352657004831
"51683","CT",204,0.285714285714286
"51685","CT",77,0.34375
"51690","ST",260,0.542797494780793
"51700","DR",675,0.225150100066711
"51710","AVE",877,0.256282875511397
"51720","NW",67,0.286324786324786
"51730","ST",320,0.367393800229621
"51735","DR",89,0.294701986754967
"51740","ST",429,0.247690531177829
"51750","ST",160,0.470588235294118
"51760","ST",1032,0.295448038935013
"51770","NW",626,0.285844748858447
"51775","ST",178,0.237333333333333
"51790","ST",302,0.432664756446991
"51800","DR",345,0.153743315508021
"51810","CT",2511,0.287102675508804
"51820","AVE",182,0.28393135725429
"51830","ST",71,0.185378590078329
"51840","ST",142,0.261029411764706
"53001","RD",837,0.599141016463851
"53003","ST",143,0.216012084592145
"53005","ST",1166,0.224446583253128
"53007","RD",1795,0.362553019592002
"53009","RD",1026,0.276923076923077
"53011","ST",4386,0.324744557974234
"53013","RD",241,0.459047619047619
"53015","RD",849,0.284708249496982
"53017","NE",543,0.18576804652754
"53019","RD",878,0.401463191586648
"53021","RD",472,0.201279317697228
"53023","RD",166,0.385150812064965
"53025","NE",885,0.2237108190091
"53027","ST",939,0.18679132683509
"53029","LN",1136,0.208249312557287
"53031","ST",662,0.260629921259843
"53033","ST",11919,0.27172624475652
"53035","NE",1336,0.170975172766829
"53037","RD",759,0.314415907207954
"53039","RD",960,0.425909494232476
"53041","RD",1103,0.297947055645597
"53043","RD",682,0.298337707786527
"53045","RD",793,0.228530259365994
"53047","RD",1845,0.448359659781288
"53049","ST",516,0.230049041462327
"53051","RD",522,0.338961038961039
"53053","E",10284,0.450854888206927
"53055","LN",663,0.36569222283508
"53057","LN",850,0.198505371321812
"53059","RD",717,0.355654761904762
"53061","SE",5449,0.290939185220781
"53063","RD",2780,0.220180579756059
"53065","RD",1241,0.418408631153068
"53067","SE",3658,0.461286254728878
"53069","RD",190,0.575757575757576
"53071","RD",618,0.275155832591273
"53073","ST",1086,0.187305967575026
"53075","RD",997,0.403480372318899
"53077","RD",1567,0.253191145580869
"54001","RD",415,0.258728179551122
"54003","DR",992,0.218791354212616
"54005","RD",710,0.357682619647355
"54007","RD",712,0.381769436997319
"54009","ST",230,0.206834532374101
"54011","RD",976,0.254763769250848
"54013","RD",279,0.318857142857143
"54015","RD",444,0.390501319261214
"54017","RD",340,0.307692307692308
"54019","RD",1231,0.331448572967151
"54021","RD",260,0.261306532663317
"54023","RD",256,0.289920724801812
"54025","RD",977,0.291816009557945
"54027","RD",927,0.312121212121212
"54029","ST",394,0.223863636363636
"54031","RD",580,0.394557823129252
"54033","ST",959,0.244767738642164
"54035","RD",720,0.313588850174216
"54037","LN",669,0.191142857142857
"54039","RD",2048,0.215035699286014
"54041","RD",418,0.308714918759232
"54043","RD",700,0.37037037037037
"54045","RD",1073,0.345127050498553
"54047","RD",914,0.472595656670114
"54049","ST",757,0.219547563805104
"54051","RD",290,0.192691029900332
"54053","RD",638,0.283934134401424
"54055","RD",1202,0.29345703125
"54057","RD",425,0.265957446808511
"54059","RD",495,0.306122448979592
"54061","RD",1020,0.236549165120594
"54063","RD",652,0.436120401337793
"54065","LN",801,0.330309278350515
"54067","RD",988,0.363101800808526
"54069","ST",367,0.194179894179894
"54071","RD",368,0.286827747466875
"54073","RD",265,0.301478953356086
"54075","RD",511,0.363701067615658
"54077","RD",756,0.234418604651163
"54079","RD",598,0.2113074204947
"54081","RD",939,0.186531585220501
"54083","RD",483,0.254881266490765
"54085","RD",346,0.227332457293035
"54087","RD",360,0.266075388026608
"54089","RD",580,0.408738548273432
"54091","RD",308,0.23950233281493
"54093","RD",304,0.316996871741397
"54095","RD",273,0.274096385542169
"54097","RD",505,0.269909139497595
"54099","RD",798,0.346053772766696
"54101","RD",326,0.365470852017937
"54103","RD",349,0.236931432450781
"54105","RD",186,0.217798594847775
"54107","ST",887,0.204142692750288
"54109","RD",795,0.463016889924287
"55001","AVE",351,0.19819311123659
"55003","RD",755,0.476340694006309
"55005","ST",1324,0.411819595645412
"55007","RD",1495,0.524561403508772
"55009","CT",920,0.168220881331139
"55011","RD",538,0.517307692307692
"55013","RD",883,0.470682302771855
"55015","RD",343,0.218889597957881
"55017","ST",1434,0.394823788546255
"55019","RD",780,0.378090159961222
"55021","RD",814,0.352076124567474
"55023","RD",521,0.338311688311688
"55025","RD",2223,0.195445753472833
"55027","RD",936,0.321097770154374
"55029","RD",854,0.384858044164038
"55031","RD",1380,0.479333101771448
"55033","ST",868,0.371734475374732
"55035","RD",597,0.206004140786749
"55037","RD",489,0.485119047619048
"55039","ST",651,0.224870466321244
"55041","RD",564,0.320454545454545
"55043","ST",819,0.348066298342541
"55045","RD",478,0.324728260869565
"55047","ST",276,0.249322493224932
"55049","RD",538,0.409436834094368
"55051","RD",556,0.58098223615465
"55053","RD",899,0.542546771273386
"55055","ST",593,0.238439887414556
"55057","RD",572,0.274603936629861
"55059","AVE",1248,0.353240871780357
"55061","RD",258,0.326169405815424
"55063","RD",706,0.227521753142121
"55065","RD",397,0.357014388489209
"55067","RD",549,0.429577464788732
"55069","RD",760,0.395833333333333
"55071","ST",642,0.272033898305085
"55073","ST",1008,0.240630222010026
"55075","RD",1198,0.337464788732394
"55077","ST",189,0.17291857273559
"55078","RD",219,0.352657004830918
"55079","ST",3173,0.368225600557038
"55081","AVE",747,0.333333333333333
"55083","LN",1100,0.367278797996661
"55085","RD",1380,0.411081322609473
"55087","ST",1045,0.237338178514649
"55089","CT",556,0.211487257512362
"55091","LN",179,0.286858974358974
"55093","ST",800,0.429184549356223
"55095","ST",927,0.338815789473684
"55097","RD",536,0.196408941004031
"55099","RD",737,0.505486968449931
"55101","DR",835,0.222488675726086
"55103","LN",636,0.378121284185493
"55105","DR",961,0.236001964636542
"55107","RD",584,0.442089326267979
"55109","ST",804,0.260109996764801
"55111","RD",802,0.311093871217998
"55113","RD",1207,0.414207275223061
"55115","RD",718,0.313811188811189
"55117","ST",568,0.182460648891744
"55119","RD",265,0.195716395864106
"55121","RD",688,0.364793213149523
"55123","RD",768,0.370120481927711
"55125","RD",1527,0.404932378679395
"55127","RD",865,0.225495307612096
"55129","RD",772,0.46089552238806
"55131","DR",922,0.254415011037528
"55133","DR",2601,0.255827677781056
"55135","RD",993,0.355023239184841
"55137","AVE",289,0.166666666666667
"55139","ST",714,0.188838931499603
"55141","ST",583,0.200895933838732
"56001","RD",700,0.302899177845089
"56003","ST",204,0.199804113614104
"56005","RD",517,0.288665549972083
"56007","ST",474,0.276223776223776
"56009","RD",317,0.349889624724062
"56011","RD",505,0.457842248413418
"56013","RD",777,0.317921440261866
"56015","RD",172,0.116137744767049
"56017","RD",207,0.471526195899772
"56019","RD",307,0.380421313506815
"56021","RD",830,0.224082073434125
"56023","RD",420,0.199146514935989
"56025","RD",859,0.254518518518519
"56027","RD",178,0.439506172839506
"56029","RD",476,0.219455970493315
"56031","RD",478,0.525852585258526
"56033","RD",408,0.235294117647059
"56035","RD",488,0.367469879518072
"56037","ST",428,0.199440820130475
"56039","RD",875,0.459558823529412
"56041","RD",198,0.183503243744208
"56043","RD",282,0.371541501976285
"56045","RD",209,0.357264957264957
"60010","001",10,0.294117647058824
"60020","20",3,0.230769230769231
"60050","RD",11,0.192982456140351
"66010","ST",1213,0.22613721103654
"69100","RD",13,0.382352941176471
"69110","DR",171,0.183476394849785
"69120","BROADWAY",3,0.12
"72001","10",10,0.0228310502283105
"72003","VECINAL",63,0.165354330708661
"72005","NOMBRE",21,0.0187667560321716
"72007","781",8,0.0303030303030303
"72009","FLORES",7,0.0193905817174515
"72011","A",47,0.0930693069306931
"72013","2",96,0.041684759009987
"72015","3",23,0.0550239234449761
"72017","4",19,0.0446009389671361
"72019","TORRES",16,0.0308285163776493
"72021","1",110,0.03196745132229
"72023","NOMBRE",75,0.0569908814589666
"72025","ST",229,0.0705266399753619
"72027","RIVERA",14,0.0326340326340326
"72029","1",43,0.042198233562316
"72031","1",43,0.0162940507768094
"72033","INTERIOR",29,0.0444104134762634
"72035","2",27,0.0254476908576814
"72037","DR",26,0.0726256983240224
"72039","A",10,0.0510204081632653
"72041","CAMINO",25,0.0431034482758621
"72043","2",28,0.0371352785145889
"72045","782",8,0.0338983050847458
"72047","VECINAL",80,0.187353629976581
"72049","FONT",9,0.116883116883117
"72051","2",23,0.0258136924803591
"72053","3",41,0.0478971962616822
"72054","CHIMENEA",15,0.0555555555555556
"72055","2",35,0.0673076923076923
"72057","VECINAL",40,0.039564787339268
"72059","PASTO",143,0.212481426448737
"72061","1",42,0.0232558139534884
"72063","2",28,0.0266920877025739
"72065","2",75,0.068870523415978
"72067","ENTRADA",15,0.0374064837905237
"72069","2",36,0.0260680666183925
"72071","1",20,0.013271400132714
"72073","143",21,0.0813953488372093
"72075","1",60,0.0558659217877095
"72077","3",20,0.0293685756240822
"72079","1",14,0.0218408736349454
"72081","431",12,0.0266666666666667
"72083","SUR",14,0.0869565217391304
"72085","VECINAL",20,0.0292397660818713
"72087","1",20,0.0563380281690141
"72089","2",19,0.0424107142857143
"72091","VECINAL",19,0.0266106442577031
"72093","PANORAMICA",12,0.094488188976378
"72095","PRIV",21,0.12962962962963
"72097","ORTIZ",28,0.0164609053497942
"72099","NOMBRE",74,0.0952380952380952
"72101","CAM",90,0.150501672240803
"72103","CSN",25,0.0618811881188119
"72105","FERRER",19,0.0325342465753425
"72107","143",36,0.16289592760181
"72109","3",16,0.0622568093385214
"72111","1",20,0.0574712643678161
"72113","2",83,0.0204938271604938
"72115","NIEVES",15,0.0219298245614035
"72117","SALIDA",35,0.133587786259542
"72119","CSN",45,0.040394973070018
"72121","2",15,0.0298210735586481
"72123","1",38,0.0434782608695652
"72125","2",22,0.0303867403314917
"72127","1",127,0.0227720996951766
"72129","NOMBRE",42,0.0425101214574899
"72131","NOMBRE",52,0.0743919885550787
"72133","1",30,0.0616016427104723
"72135","1",55,0.0503663003663004
"72137","2",27,0.0144230769230769
"72139","2",55,0.0419207317073171
"72141","A",32,0.0632411067193676
"72143","VECINAL",157,0.180667433831991
"72145","A",25,0.0151791135397693
"72147","NOMBRE",13,0.0541666666666667
"72149","C",18,0.0557275541795666
"72151","PRIV",45,0.0738916256157636
"72153","1",20,0.0196078431372549
"78010","RD",199,0.237470167064439
"78020","RD",86,0.373913043478261
"78030","RD",203,0.244578313253012
